stat,role_bucket,segment_key,n,market_superiority_pass,calibration_pass,model_better_calibrated,model_logloss,market_logloss,delta_logloss,model_brier,market_brier,delta_brier,bootstrap_ci_pass,bootstrap_failure_type,dominant_failure,secondary_failures,allowed_repair_family,blocked_repair_family,next_action,claim_status
stocks,starter,stocks|starter,413,False,False,False,10.760970187776694,0.6897037899860966,10.071266397790598,0.4281668889285762,0.2483037142570346,0.1798631746715416,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
stocks,unknown,stocks|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pa,bench,pa|bench,153,True,False,False,0.6652739793096846,0.6789681730161417,-0.01369419370645708,0.237174286748366,0.2437691474374707,-0.006594860689104698,False,bootstrap_ci_not_better,nan,bootstrap_ci_not_better,do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair|needs_more_data,review_segment_diagnostics,BLOCKED_CALIBRATION|BLOCKED_BOOTSTRAP|BLOCKED_CALIBRATION
pa,core,pa|core,2287,False,False,False,0.7098296777380096,0.6490490939184468,0.06078058381956286,0.2557349066484477,0.2291465272491156,0.026588379399332118,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pa,fringe,pa|fringe,36,False,False,False,0.5528696657281604,0.7583762117116389,-0.2055065459834785,0.1574448722222222,0.278067080184163,-0.12062220796194079,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pa,inactive_risk,pa|inactive_risk,68,False,False,False,1.0631136788674806,0.6894900220822234,0.3736236567852572,0.393794889485294,0.2483641140989814,0.1454307753863126,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pa,rotation,pa|rotation,760,False,False,False,0.7093815745442752,0.6796941015185862,0.02968747302568897,0.2570125989572369,0.2432741821687343,0.013738416788502572,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pa,starter,pa|starter,3113,True,False,False,0.6118356163470701,0.6222379049674355,-0.010402288620365407,0.2106504202055895,0.2169436316606435,-0.006293211455054015,False,bootstrap_ci_not_better,nan,bootstrap_ci_not_better,do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair|needs_more_data,review_segment_diagnostics,BLOCKED_CALIBRATION|BLOCKED_BOOTSTRAP|BLOCKED_CALIBRATION
pa,unknown,pa|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pr,bench,pr|bench,604,False,False,False,0.6882936693234277,0.6687214948280358,0.019572174495391947,0.2439878928187085,0.2384221945191025,0.0055656982996060145,False,bootstrap_ci_not_better,mean_too_low,mean_delta_not_negative|bootstrap_ci_not_better,pmf_mean_shift,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_pmf_mean_shift_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pr,core,pr|core,3259,False,False,False,0.7143927235329872,0.6409248994091177,0.07346782412386954,0.2566018918610003,0.2253308009079176,0.0312710909530827,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pr,fringe,pr|fringe,56,False,False,False,0.365318835992552,0.6791881052838245,-0.31386926929127246,0.1097195438392857,0.2426951330312694,-0.1329755891919837,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pr,inactive_risk,pr|inactive_risk,69,False,False,False,1.497015084810072,0.6942312899997547,0.8027837948103174,0.5431018368840579,0.2486675174922605,0.2944343193917974,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pr,rotation,pr|rotation,1288,False,False,False,0.7021534783282068,0.6617781055575584,0.0403753727706484,0.2526085181075311,0.2349546667808027,0.017653851326728393,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pr,starter,pr|starter,3372,False,False,False,0.6283765288413792,0.624004813266453,0.004371715574926216,0.2182321979900652,0.217908205056547,0.00032399293351820235,False,bootstrap_ci_not_better,mean_too_low,mean_delta_not_negative|bootstrap_ci_not_better,pmf_mean_shift,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_pmf_mean_shift_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pr,unknown,pr|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
ra,bench,ra|bench,103,False,False,False,0.914125459703364,0.6872773336351746,0.22684812606818938,0.3402642081796118,0.245653584895832,0.09461062328377978,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
ra,core,ra|core,1817,False,False,False,0.7121823642207394,0.668394752698768,0.043787611521971415,0.2578953748059989,0.2382973938476063,0.019597980958392602,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
ra,fringe,ra|fringe,29,False,False,False,0.8164487624152189,0.664035208231793,0.15241355418342595,0.296268927413793,0.2367480090436263,0.05952091837016671,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
ra,inactive_risk,ra|inactive_risk,46,False,False,False,0.8199607814836789,0.6560751397150848,0.1638856417685941,0.2927876617934783,0.2333915373532918,0.05939612444018652,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
ra,rotation,ra|rotation,623,False,False,False,0.7185467046735245,0.6699336748026795,0.04861302987084504,0.2615906515248796,0.2393793930634491,0.02221125846143049,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
ra,starter,ra|starter,2175,False,False,False,0.6655792755041507,0.6566145867203093,0.00896468878384149,0.2359429449241379,0.2327190225031978,0.0032239224209401063,False,bootstrap_ci_not_better,mean_too_low,mean_delta_not_negative|bootstrap_ci_not_better,pmf_mean_shift,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_pmf_mean_shift_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
ra,unknown,ra|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pra,bench,pra|bench,448,False,False,False,0.7272692268918222,0.6876377311794465,0.039631495712375675,0.2614652629743303,0.247213017462905,0.014252245511425315,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pra,core,pra|core,3793,False,False,False,0.7354680281881854,0.6533444572373978,0.0821235709507876,0.266077822712233,0.231093232045009,0.03498459066722401,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pra,fringe,pra|fringe,55,False,False,False,0.225847960960854,0.7375952516525198,-0.5117472906916658,0.0568304359545454,0.2698324071153322,-0.21300197116078678,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pra,inactive_risk,pra|inactive_risk,91,False,False,False,1.118689113959267,0.6605895391473033,0.4580995748119636,0.4098163311813185,0.2356941736687478,0.1741221575125707,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
pra,rotation,pra|rotation,1296,False,False,False,0.7305716817422744,0.6899323396550979,0.040639342087176455,0.2658385543667954,0.2478083636450165,0.018030190721778888,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
pra,starter,pra|starter,4551,True,False,False,0.644000821065397,0.6451845023930908,-0.001183681327693753,0.2240755091424962,0.2274640980959699,-0.0033885889534737146,False,bootstrap_ci_not_better,nan,bootstrap_ci_not_better,do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair|needs_more_data,review_segment_diagnostics,BLOCKED_CALIBRATION|BLOCKED_BOOTSTRAP|BLOCKED_CALIBRATION
pra,unknown,pra|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
